,Index,Симптомы,МКБ_10
2715,Токсикомания,"Наркотическая зависимость женщины во время беременности приводит в последующем к развитию у новорождённого неонатального абстинентного синдрома[en] (НАС). Синдром возникает у младенцев вследствие прекращения внутриутробного воздействия лекарств, вызывающих зависимость[4]. НАС бывает пренатальным, вызванным прекращением приема лекарств беременной матерью, и послеродовым, вызванным прекращением приема лекарств после рождения младенца[5]. НАС может иметь серьёзные и опасные для жизни последствия. Пристрастие к наркотикам, таким как алкоголь, у будущих мам вызывает не только НАС, но и ряд других проблем, которые могут постоянно влиять на ребёнка на протяжении всей его жизни[6].",F10
2716,Токсикомания,"Медико-биологических различий между токсикоманией и наркоманией не существует[7]. Отличие, в первую очередь, заключается в типе употребляемых веществ: токсикоманы предпочитают химические вещества, обладающие одурманивающим или галлюциногенным действием, но официально не причисленные к наркотикам, а соответственно не запрещенные и свободно продаваемые. Ещё одно отличие характеризуется способом употребления веществ. Наркоманы применяют довольно разнообразные методы введения наркотика в организм: курение, глотание, вдыхание через нос, инъекции.",F10
2717,Токсикомания,"Распространённым видом токсикомании является употребление средств бытовой и промышленной химии. Этот вид чаще наблюдается среди детей и подростков и является социальной проблемой, иногда называемой «детской наркоманией»[8]. Данный тип токсикомании обычно заключается во вдыхании испарений лаков, красок, растворителей, эфира, замазки, бензина, пропана, бутана, изобутана, некоторых видов клея (популярными среди токсикоманов являются клеи, содержащие в своем составе толуол). Ещё токсикоманы могут нюхать стиральные порошки и подобные моющие средства. Отравляющий эффект возникает от воздействия ароматических и алифатических углеводородов на центральную нервную систему. Попадание указанных веществ в организм чревато достаточно быстрым развитием тяжёлых поражений центральной нервной системы, психоорганического синдрома, необратимого падения интеллекта, влекущего за собой инвалидизацию[9].",F10
2718,Токсикомания,"Объектом токсикомании могут также служить лекарственные средства, содержащие психоактивные вещества, в повышенных дозах: транквилизаторы, антипаркинсонические препараты, холинолитические препараты (злоупотребление циклодолом, антидепрессанты, злоупотребление димедролом) и седативные средства. Такая токсикомания отличается несколько более низким уровнем наносимого вреда в сравнении с ингаляционной токсикоманией.",F10
2719,Токсикомания,"Алкоголизм (этилизм) — наиболее распространённый вид токсикомании[10], связанный с систематическим злоупотреблением этанолом в дозах, вызывающих алкогольное опьянение и хроническую интоксикацию. Но алкоголизм и токсикоманию принято разделять на разные явления, так как они абсолютно различны в социальном плане.",F10
2720,Токсикомания,"Как депрессант центральной нервной системы, алкоголь оказывает успокаивающее действие на ум и тело. У людей, злоупотребляющих алкоголем, часто бывают эпизоды сонливости, спутанности сознания, невнятной речи, замедленных рефлексов и потери координации. Они могут набрать вес из-за чрезмерного употребления алкоголя, а их лица могут стать опухшими или покрасневшими. Злоупотребление алкоголем может вызывать нарушения сна, приводящие к бессоннице или длительному сну. Когда люди, страдающие алкогольной зависимостью, прекращают пить даже на несколько часов, у них начинают проявляться симптомы отмены, включая тремор, беспокойство, раздражительность, тошноту или усталость. Пьяные, длительное время употребляющие алкоголь, могут испытывать судороги, внезапные скачки артериального давления, лихорадку и галлюцинации — состояние, называемое горячим делирием или СД, — если они внезапно бросают пить[11].",F10
2721,Токсикомания,"Барбитуризм, барбитуратизм, или барбитуромания, — разновидность токсикомании, связанная с систематическим приёмом больших доз барбитуратов и состоянием хронической интоксикации[12].",F10
2722,Токсикомания,"Кофеинизм (кофеиномания, кофеинофагия, теизм) — форма токсикомании, связанная с длительным злоупотреблением кофеином в чистом виде или в составе различных продуктов[12].",F10
2723,Токсикомания,"Мускаринизм — форма токсикомании, связанная с пристрастием к приёму сушёных мухоморов (обычно — красных), содержащих мускарин[12].",F10
2724,Токсикомания,"Никотинизм — наряду с алкоголизмом, одна из самых распространённых форм токсикомании[12]. Обычно приём никотина осуществляется в форме курения табака.",F10
2725,Токсикомания,"Хлорализм (хлораломания) — форма токсикомании, связанная со злоупотреблением хлоральгидратом[12].",F10
2726,Токсикомания,"Так как толуол в чистом виде запрещён на территории РФ, в розницу купить его довольно тяжело, поэтому токсикоманы применяют толуолосодержащие вещества: это могут быть разные марки клеев, лаков и растворителей, которые вдыхаются через пакет[13]. В зависимости от уровня концентрации толуола галлюциногенный эффект возникает с разной продолжительностью вдыхания.",F10
2727,Токсикомания,"Несмотря на рост стоимости бензина, всё равно она намного ниже, чем цены тех же растворителей, но его эффект приблизительно такой же, как от толуолосодержащих веществ. Употребление паров бензина производится не только через пакеты, но и через пластиковые бутылки.",F10
2728,Токсикомания,"Основным источником бытового газа являются баллоны для заправки зажигалок, а также сами зажигалки. Ингаляция газа производится путём зажатия зубами клапана баллона, совмещённого с глубоким вдохом. После нескольких глубоких вдохов наступают галлюцинации на несколько минут. Газовая токсикомания (в народе «сниффинг») является наиболее опасным типом токсикомании. Газ не оставляет после себя запаха, имеет не настолько противный вкус и легко улетучивается. Но в то же время он может вызвать удушье за счёт заполнения лёгких и вытеснения кислорода потерю сознания со смертельным исходом. Именно удушье в результате вытеснения из лёгких атмосферного воздуха является наиболее частой причиной смерти газовых токсикоманов[уточнить]. Стоит помнить, что рассчитать галлюциногенную и смертельную дозу газа практически невозможно.",F10
2729,Токсикомания,"Также не стоит забывать, что средний срок жизни заядлого системного токсикомана редко превышает 2 года со дня начала регулярного употребления бытовой химии не по назначению",F10
2730,Токсикомания,"Пассивная токсикомания — это явление, при котором сама жертва химического отравления не планирует употребление какого-либо химиката, но в процессе работы (например, ремонта квартиры, мебели, или изготовления тех или иных изделий) вдыхает испарения тех самых веществ, в результате чего может получить токсическое опьянение и галлюцинации. Чаще всего это происходит в замкнутом пространстве. Для борьбы против этого используются противогазы, респираторы и вентиляция, но часто происходит так, что некоторые условия не позволяют соблюдать технику безопасности при обращении с подобными веществами. Также было зафиксировано немало случаев, когда после использования некачественных отделочных материалов и ЛКМ другого предназначения закрытое помещение превращалось буквально в газовую камеру. То есть человек, живущий или работающий в подобных помещениях, может стать жертвой токсического отравления.",F10
2731,Токсикомания,"На рубеже 1960-70-х годов в СССР среди молодёжи в возрасте 10—20 лет стала распространяться токсикомания на толуолосодержащих веществах, в основном растворителях, также стал набирать популярность бензин. В дальнейшем в 1979 году появился клей «Момент-1», ставший самым популярным препаратом среди токсикоманов и остававшийся таковым до конца 1990-х годов, пока из его состава не исключили толуол. На смену пришли другие толуолосодержащие препараты бытовой химии. Также в конце 2000-х и начале 2010-х годов стал приобретать популярность бытовой газ в баллончиках, предназначенный для зажигалок, а также газ в самих зажигалках, особенно дешёвых стеклопластиковых, так как в таких зажигалках, настроив подачу газа на максимум, можно получить достаточно мощную струю газа для ингаляции. Кроме того, зажигалки и баллоны для них свободно продаются и не оставляют запаха после употребления. В одной только России за год погибает до нескольких десятков газовых токсикоманов.",F10
2732,Токсикомания,"В конце 1990-х годов компания Хенкель исключила из состава клея «Момент» толуол, заменив его ацетоном и тем самым отбив интерес токсикоманов к своему клею. В 1999—2000 году на упаковке так и писалось «Новая формула без толуола». До конца 1990-х клей «Момент» считался чуть ли не синонимом токсикомании. Существует множество СИЗ (противогазы, респираторы и др.) для предотвращения пассивной токсикомании в условиях работы. Некоторые производители привлекательной для токсикоманов бытовой химии сами запрещают её продажу несовершеннолетним.",F10
2733,Токсикомания,"Ряд региональных законодательств РФ запрещает продажу несовершеннолетним целого ряда наименований бытовой химии, содержащей толуол, но на федеральном уровне таких ограничений пока нет. Также в РФ на федеральном уровне, как и во многих других странах мира, токсическое опьянение приравнивается к алкогольному и наркотическому со всеми вытекающими последствиями для задержанного, как, например, лишение прав или даже лишение свободы. Само употребление бытовой химии не по назначению на территории РФ не запрещено никаким законодательством.",F10
2734,Токсикомания,"активная терапия антитоксическаяусловно-рефлекторная терапия,сенсибилизирующая терапия,немедикаментознаясорбционные методы (гемосорбция, гастроентеросорбцонная детоксикация)психотерапия:индивидуальная психотерапия гипносугестивная,коллективная суггестивная терапия,опосредованная психотерапия (плацебо-терапия),эмоционально-стрессовая терапия (вариант «кодирование» по А. Р. Довженко),аутогенная тренировка.",F10
2735,Токсикомания,"поддерживающая терапияповторные курсы условно-рефлекторной и сенсибилизирующей терапии,стимулирующая терапия,трудотерапия,социотерапия — решение социальных, бытовых и семейных проблем.",F10
2736,Токсикомания,"Клиническая картина и течение каждой формы токсикоманий имеют свои особенности, что связано с фармакологической активностью препарата, и его токсикогенними свойствами.",F10
2737,Токсикомания,"В русскоязычном обиходе официальное название токсикомании имеет много неофициальных названий как например «нюхачество», в английском языке есть прямой перевод этого слова «sniffing» от слова «sniff» что значит нюхать. Также употребляется слово «пыхать», наравне с употреблением анаши. Также есть множество производных глаголов от звуков, издаваемых пакетом при вдыхании. Самих токсикоманов часто называют «дышок», «нюхач» или «пыхач».",F10
2738,Торсионная дистония,"хроническое прогрессирующее заболевание головного мозга, при котором поражается экстрапирамидная система. Для него характерны неравномерное повышение мышечного тонуса, вращательные спазмы мышц туловища и проксимальных отделов конечностей[1]. Впервые была описана W. Schwalbe в 1908 г[2].",G24
2739,Торсионная дистония,"Торсионная дистония является генетическим заболеванием и наследуется как по аутосомно-доминатному, так и по аутосомно-рецессивному типу. При аутосомно-доминантном типе наследования болезнь, как правило, дебютирует позже и протекает легче.",G24
2740,Торсионная дистония,Заболевание встречается с частотой 3-4 случая на 100 000 человек[3]. В основном болеют мужчины.,G24
2741,Торсионная дистония,"Существует несколько форм торсионной дистонии — генерализованная и локальная. Локальная форма встречается чаще, чем генерализованная. Как правило, локальная форма переходит в генерализованную медленно, в разные сроки от начала заболевания.К локальным формам относятся:спастическая кривошея — представляет собой локализованный гиперкинез, при котором напряжение мышц шеи приводит к насильственному повороту головы;блефароспазм — непроизвольное сокращение круговой мышцы глаза, приводящее к стойкому спазматическому смыканию век;оромандибулярная дистония — характеризуется различными непроизвольными гримасами, насильственным открыванием и/или закрыванием рта. Во время приступа нижняя челюсть плотно смыкается с верхней, в результате чего зубы плотно стискиваются и даже могут смещаться, возможны случаи, когда челюсть смещается книзу и больной не может закрыть рот. Одновременно лицо искажается страдальческой гримасой несмотря на то, что человек не испытает болевых ощущений;спастическая дисфония — тяжелое нарушение голоса, проявляющееся напряжёно-сдавленной, преривистой речью[4];писчий спазм — для него характерны патологические сокращения и/или напряжения мышц кисти, приводящие к формированию неестественных поз и движений и нарушающие функции письма[5];синдром Брейгеля или синдром Мейжа — сочетание блефароспазма и оромандибулярной дистонии[6].",G24
2742,Торсионная дистония,Генерализованная форма заболевания дебютирует в 11-12 лет с локальных форм и медленно прогрессирует.,G24
2743,Торсионная дистония,"Для заболевания характерно развитие дистонических гиперкинезов, длительных сокращений мышц, зачастую вращательного характера, приводящие к патологическим позам туловища, шеи, вращению конечностей кнутри с пронацией стоп, кистей и разгибанием пальцев. Интеллект при этом в большинстве случаев повышен.",G24
2744,Торсионная дистония,"Иногда встречаются хореиформные, атетозные, гемибаллические гиперкинезы, миоклонии, тремор, изменение мышечного тонуса по пластическому типу.",G24
2745,Торсионная дистония,Гиперкинезы уменьшаются с помощью коррегирующих жестов и полностью исчезают во сне. Признаки поражения пирамидных нейронов и чувствительные расстройства отсутствуют[2].,G24
2746,Торсионная дистония,"Локализованная форма не всегда прогрессирует в генерализованную, иногда она является самостоятельной формой заболевания.",G24
2747,Торсионная дистония,"Диагноз устанавливается на основании клинической картины и исключении других заболеваний со схожими симптомами[3].Тяжесть заболевания оценивается по шкалам движений и инвалидизации, предложенным S. Fuhn и соавторами, основанным на клиническом обследовании и изучении бытовой активности соответственно.Существует 13 форм заболевания, но генетический анализ проводят только на DYT1 – дистонию 1 типа. Эта форма является наиболее распространённой и встречается в 20% случаев.",G24
2748,Торсионная дистония,Этиотропное и патогенетическое лечение не разработано.,G24
2749,Торсионная дистония,"В качестве симптоматической терапии применяют агонисты дофамина, антихолинергические препараты, миорелаксанты, антиконвульсанты и антагонисты дофамина.",G24
2750,Транзиторный акантолитический дерматоз Гровера,"редкий доброкачественный дерматоз, характеризующийся папуловезикулезной зудящей сыпью с гистологическими признаками акантолиза с дискератозом. Страдают заболеванием в основном мужчины старше 40 лет, с I и II фототипами кожи.",L11.1
2751,Транзиторный акантолитический дерматоз Гровера,"Болеют преимущественно мужчины среднего и пожилого возраста. Точной информации о распространении и частоте заболевания нет. В одном исследовании, проведенном в 1999 году, в Швейцарии, было выполнено более 30000 биопсий кожи, и только у 24 человек диагностировали болезнь Гровера[1].",L11.1
2752,Транзиторный акантолитический дерматоз Гровера,интенсивная инсоляция;излучение;болезни крови;хронические очаги инфекции.,L11.1
2753,Транзиторный акантолитический дерматоз Гровера,"Заболевание проявляется поражением кожи в виде папул красновато-синюшного цвета и мелкими пузырями с прозрачным содержимым диаметром 2–5 мм. Элементы располагаются группами без тенденции к периферическому росту и слиянию. Излюбленная локализация высыпаний: шея, плечи, грудь, спина, бедра. Высыпания сильно зудят.",L11.1
2754,Транзиторный акантолитический дерматоз Гровера,Дерматоз возникает преимущественно в летнее время и может самостоятельно проходить[2].,L11.1
2755,Транзиторный акантолитический дерматоз Гровера,"Диагноз ставится на основании клинической картины и гистологического исследования, в результате которого обнаруживают дискератоз в зернистом слое и акантолиз с формированием внутриэпидермальных щелей.",L11.1
2756,Транзиторный акантолитический дерматоз Гровера,"Легкие формы заболевания лечат местно глюкокортикостероидами, противозудными препаратами. При системном поражении применяют глюкокортикостероиды, иммуносупрессоры, цитостатики. Следует избегать провоцирующего фактора — длительного нахождения на солнце[3].",L11.1
2757,Траншейная стопа,"сезонное заболевание, разновидность отморожения[1], суть которого заключается в поражении ступней ног из-за продолжительного воздействия на них холода и сырости[2] при вынужденной малоподвижности[3].",T69.0
2758,Траншейная стопа,"Особенно часто траншейная стопа наблюдается в дождливые сезоны года (ранняя весна или глубокая осень) при температуре выше 0° у военнослужащих, которые длительное время не имеют возможности просушить портянки и обувь в течение своего пребывания в сырых траншеях и окопах[2]. Нередко подобный вид холодовой травмы встречается в морских условиях, где его называют иммерсионной (погружной) стопой. Он проявляет себя, например, при авариях, кораблекрушениях, спасении тонущих и в других ситуациях, когда человеку приходится длительное время оставаться в холодной воде. В диапазоне очень низких температур, когда возникают условия, способствующие развитию обычных отморожений, возникновение траншейной стопы практически исключено[4].",T69.0
2759,Траншейная стопа,"Отмечается, что развитие заболевания может произойти даже несмотря на периодические отогревания конечностей[3].",T69.0
2760,Траншейная стопа,"Определяющим фактором возникновения данной формы отморожения считают высокую влажность, так как известно о многочисленных случаях траншейной стопы в температурном диапазоне +5…+10 °C[5]. Увеличение влажности снижает теплоизоляционные свойства одежды и обуви, очень высокая влажность может вызвать мумификацию пальцев стоп уже в температурном диапазоне +2…+5 °C[5].",T69.0
2761,Траншейная стопа,"Выделяют три формы: лёгкую, среднюю и тяжёлую[2].",T69.0
2762,Траншейная стопа,"Лёгкая форма является наиболее распространённой (80—90 % случаев); она характеризуется потерей тактильной и болевой чувствительности (онемением) ступней, спонтанными нарастающими болями, которые мешают самостоятельной ходьбе и лишают больного нормального сна. При этом особенно страдают передняя часть стопы и большие пальцы ног, что заставляет больного при ходьбе опираться на пятки. Возникает ощущение жжения ступней и ползания по ним мурашек[2].",T69.0
2763,Траншейная стопа,"Средняя форма характеризуется возникновением на местах отёка пальцев ног, тыла стопы и пальце-подошвенной складки пузырей, которые заполнены желеобразной субстанцией лимонного или кровянистого цвета[2].",T69.0
2764,Траншейная стопа,Тяжёлая форма характеризуется глубокими трофическими расстройствами тканей вплоть до омертвения с развитием гнилостных или анаэробных инфекций[2].,T69.0
2765,Траншейная стопа,"Для предотвращения распространения заболевания принимаются меры по осушению окопов, возведению утеплённых убежищ для отдыха, своевременной замене и просушке промокших портянок и обуви[2]. По опыту военного медицинского персонала пребывание личного состава в промёрзших и засыпанных снегом окопах не так сильно способствует развитию отморожений, как нахождение солдат в окопах, залитых водой и жидкой грязью[5].",T69.0
2766,Траншейная стопа,"Лечение, как правило, стационарное, с применением новокаиновых блокад и антикоагулянтов[1]. Больные с траншейной стопой должны быть госпитализированы, им назначается физиотерапевтическое лечение: ультрафиолетовое облучение и ультравысокочастотная терапия[2]. В зависимости от показаний может потребоваться и хирургическое вмешательство[1].",T69.0
2767,Траншейная стопа,"Траншейная стопа была впервые описана по опыту сражений Первой мировой войны 1914—1918 годов[1], при этом сохранились сведения, что только во французской армии её испытали на себе более 3 % солдат[6]. В годы Второй мировой войны в ходе боевых действий в Южной Атлантике от траншейной стопы пострадали до 30 % военнослужащих британских парашютных и гвардейских полков[6]. В Красной Армии во время Великой Отечественной войны траншейная стопа практически полностью отсутствовала благодаря мероприятиям по своевременной профилактике этого заболевания (осушение окопов, создание условий для высушивания одежды и тому подобного)[4].",T69.0
2768,Тубулопатии,"группа патологических, преимущественно наследственных состояний детского возраста, протекающих с нарушением канальцевого транспорта органических веществ и электролитов в почках.",N10
2769,Тубулопатии,При первичных тубулопатиях транспорт веществ и электролитов нарушен преимущественно в мембранах почечных канальцев.,N10
2770,Тубулопатии,"изменение структуры мембранных белков-носителей:энзимопатии — наследственно обусловленная недостаточность ферментов, обеспечивающих активный мембранный транспорт;изменение чувствительности рецепторов клеток канальцевого эпителия к действию гормонов;изменение общей структуры цитомембран клеток",N10
2771,Тубулопатии,наследственные повреждения транспортных систем канальцев;приобретенные болезни обмена в связи с нарушением метаболизма за пределами нефрона;изменение структуры цитомембран при дисплазиях;воспалительные заболевания почек,N10
2772,Тубулопатии,"Первичные тубулопатии — Синдром де Тони-Дебре-Фанкони, глюкозаминовый диабет, Почечная глюкозурия, фосфат-диабет, аминоацидурия (цистинурия, иммуноглицеринурия, болезнь Хартнапа, глицеринурия, почечный тубулярный ацидоз 2 типа)Вторичные тубулопатии — цистиноз, синдром Лоу, тирозинемия, галактоземия, гликогенозы, наследственная непереносимость фруктозы, при отравлении тяжелыми металлами, болезнь Вильсона-Коновалова, первичный гиперпаратиреоидизм, целиакия, синдром Альпорта, сахарный диабет, ксантинурия.ДИСТАЛЬНЫЕ ИЗВИТЫЕ КАНАЛЬЦЫ И СОБИРАТЕЛЬНЫЕ ПРОТОКИТолько первичные — почечный несахарный диабет, почечный тубулярный ацидоз 1 типа, псевдогипоальдостеронизм (почечный солевой диабет).ОБЩЕЕ ПОВРЕЖДЕНИЕ КАНАЛЬЦЕВОГО АППАРАТАТолько вторичные — ХПН, нефронофтиз Фанкони.",N10
2773,Тубулопатии,"СИНДРОМ ПОЛИУРИИПервичные — почечная глюкозурия, почечный несахарный диабет, псевдогипоальдостеронизмВторичные — нефронофтиз Фанкони, пиелонефрит, цистиноз, тирозинемия, ХПНСИНДРОМ АНОМАЛИЙ СКЕЛЕТА (ПОЧЕЧНЫЕ ОСТЕОПАТИИ)Первичные — фосфат-диабет, Синдром де Тони — Дебре — Фанкони, почечный тубулярный ацидозВторичные — Витамин-Д-зависимый рахит, гипофосфатазия, целиакия, псевдогипопаратиреоидизмНЕФРОЛИТИАЗПервичные — цистинурия, глицинурия, иминоглицинурияВторичные — оксалоз и вторичная гипероксалурия, ксантинурия, синдром Леша-Нихана.",N10
2774,Факоматозы,"группа наследственных, прогрессирующих заболеваний, характеризующихся сочетанным поражением кожи, глаз, нервной системы и внутренних органов. Развиваются в раннем детском возрасте, иногда обнаруживаются при рождении[1][2]. Важным симптомом факоматозов является наличие пигментных пятен на коже или сетчатке глаза.",Q85
2775,Хориокарцинома,"трофобластический рак, обычно плаценты. Он относится к злокачественному концу спектра при трофобластической болезни. Хориокарцинома также классифицируется как опухоль зародышевой клетки и может возникать в яичке или яичнике.",C51
2776,Хориокарцинома,"Чаще всего хориокарцинома локализуется в теле матки, реже в маточной трубе, яичнике, в брюшной полости[1].",C51
2777,Хориокарцинома,"Хориокарцинома быстро метастазирует гематогенным путём, наиболее часто поражаются лёгкие – 70-80 %, влагалище – 30-34 %, головной мозг – 10-13 %, ЖКТ – 4-5%, почки – 4-5%, печень – 10-11 %, параметрий – 6 % случаев[2].",C51
2778,Хориокарцинома,"Основными методами диагностики при хориокарциноме являются ультразвуковая диагностика и компьютерная томография органов малого таза. Также обращает на себя внимание увеличение уровня ХГЧ и пролактина вместе с увеличением срока беременности[2]. Высокоинформативным методом диагностики является гистеросальпингография, особенно, если опухоль локализуется в полости матки с поверхностным врастанием в миометриий[1]. Морфологическое подтверждение является важным, но не обязательным, поскольку каждое выскабливание матки ухудшает течение заболевания[3].",C51
2779,Хориокарцинома,"Основным методом лечения является противоопухолевая лекарственная терапия, адекватная химиотерапия позволяет достичь полного выздоровления большинства пациенток.",C51
2780,Хориокарцинома,"Эффективность химиотерапии оценивается по уровню снижения ХГЧ, химиотерапию рекомендуется проводить до нормализации уровня ХГЧ с последующими тремя профилактическими курсами.",C51
2781,Хориокарцинома,"При неэффективности химиотерапии или при появлении кровотечения из опухоли или метастазов, при перфорации матки рекомендуется хирургическое лечение. В зависимости от размеров опухоли, выполняется либо органосохраняющая гистеротомия с иссечением в пределах здоровых тканей, либо резекция поражённого органа[4].",C51
