icd_10,Name,Name_DO,symptoms,names_ru,symptoms_ru_no_stat,InRuMedTop3
J35.8,other chronic diseases of tonsils and adenoids,,,,,1
J35.9,"chronic disease of tonsils and adenoids, unspecified",,,,,1
J40,"bronchitis, not specified as acute or chronic",,,,,0
J42,unspecified chronic bronchitis,,,неуточненный хронический бронхит,"Кашель сухой, кашель с мокротой, Одышка, Избыточная работа сальных желез, потливость, Повышенная температура, Общая слабость, Боль в области груди",1
J45.20,"mild intermittent asthma, uncomplicated",,,легкая интермиттирующая астма,"стеснения в груди, «заложенности» нехватки воздуха, будто что-то мешает вдохнуть, Одышка, свистящие хрипы в груди которые усиливаются в горизонтальном положении, Частые простудные заболевания",1
J45.21,mild intermittent asthma with (acute) exacerbation,,,,,1
J45.22,mild intermittent asthma with status asthmaticus,,,,,1
J45.30,"mild persistent asthma, uncomplicated",,,,,1
J45.31,mild persistent asthma with (acute) exacerbation,,,,,1
J45.32,mild persistent asthma with status asthmaticus,,,,,1
J45.40,"moderate persistent asthma, uncomplicated",,,,,1
J45.41,moderate persistent asthma with (acute) exacerbation,,,,,1
J45.42,moderate persistent asthma with status asthmaticus,,,,,1
J45.50,"severe persistent asthma, uncomplicated",,,,,1
J45.51,severe persistent asthma with (acute) exacerbation,,,,,1
J45.52,severe persistent asthma with status asthmaticus,,,,,1
K02.51,dental caries on pit and fissure surface limited to enamel,,,,,0
K02.52,dental caries on pit and fissure surface penetrating into dentin,,,,,0
K02.53,dental caries on pit and fissure surface penetrating into pulp,,,,,0
K02.61,dental caries on smooth surface limited to enamel,,,,,0
K02.62,dental caries on smooth surface penetrating into dentin,,,,,0
K02.63,dental caries on smooth surface penetrating into pulp,,,,,0
K02.7,dental root caries,,,,,0
K02.9,"dental caries, unspecified",,,,,0
K04.01,reversible pulpitis,,,,,0
K04.02,irreversible pulpitis,,,,,0
K04.1,necrosis of pulp,,,,,0
K04.2,pulp degeneration,,,,,0
K04.3,abnormal hard tissue formation in pulp,,,,,0
K04.4,acute apical periodontitis of pulpal origin,,,,,0
K04.5,chronic apical periodontitis,,,,,0
K04.6,periapical abscess with sinus,,,,,0
K04.7,periapical abscess without sinus,,,,,0
K04.8,radicular cyst,,,,,0
K04.90,unspecified diseases of pulp and periapical tissues,,,,,0
K04.99,other diseases of pulp and periapical tissues,,,,,0
K29.00,acute gastritis without bleeding,,,острый гастрит без кровотечения,"боль в области желудка, тошнота и рвотные позывы, рвота с примесями крови, вздутие живота и сильное газообразование, метеоризм, неприятный привкус во рту и отрыжка, нарушения стула, тяжесть в желудке , слабость, головокружение, отсутствие аппетита, высокая температура тела",1
K29.01,acute gastritis with bleeding,,,,,1
K29.20,alcoholic gastritis without bleeding,,,,,1
K29.21,alcoholic gastritis with bleeding,,,,,1
K29.30,chronic superficial gastritis without bleeding,,,,,1
K29.31,chronic superficial gastritis with bleeding,,,,,1
K29.40,chronic atrophic gastritis without bleeding,,,,,1
K29.41,chronic atrophic gastritis with bleeding,,,,,1
K29.50,unspecified chronic gastritis without bleeding,,,,,1
K29.51,unspecified chronic gastritis with bleeding,,,,,1
K29.60,other gastritis without bleeding,,,,,1
K29.61,other gastritis with bleeding,,,,,1
K29.70,"gastritis, unspecified, without bleeding",,,,,1
K29.71,"gastritis, unspecified, with bleeding",,,,,1
K29.80,duodenitis without bleeding,,,,,1
K29.81,duodenitis with bleeding,,,,,1
K29.90,"gastroduodenitis, unspecified, without bleeding",,,,,1
K29.91,"gastroduodenitis, unspecified, with bleeding",,,,,1
K30,functional dyspepsia,,,,,0
K31.82,dieulafoy lesion (hemorrhagic) of stomach and duodenum,,,,,0
K31.83,achlorhydria,,,,,0
K31.84,gastroparesis,,,,,0
K31.89,other diseases of stomach and duodenum,,,,,0
K31.9,"disease of stomach and duodenum, unspecified",,,,,0
K35.80,unspecified acute appendicitis,,,,,0
K35.89,other acute appendicitis,,,,,0
K40.00,"bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",,,,,0
K40.01,"bilateral inguinal hernia, with obstruction, without gangrene, recurrent",,,,,0
K40.10,"bilateral inguinal hernia, with gangrene, not specified as recurrent",,,,,0
K40.11,"bilateral inguinal hernia, with gangrene, recurrent",,,,,0
K40.20,"bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",,,,,0
K40.21,"bilateral inguinal hernia, without obstruction or gangrene, recurrent",,,,,0
K40.30,"unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",,,,,0
K40.31,"unilateral inguinal hernia, with obstruction, without gangrene, recurrent",,,,,0
K40.40,"unilateral inguinal hernia, with gangrene, not specified as recurrent",,,,,0
K40.41,"unilateral inguinal hernia, with gangrene, recurrent",,,,,0
K40.90,"unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",,,,,0
K40.91,"unilateral inguinal hernia, without obstruction or gangrene, recurrent",,,,,0
K51.00,ulcerative (chronic) pancolitis without complications,,,,,0
K51.20,ulcerative (chronic) proctitis without complications,,,,,0
K51.30,ulcerative (chronic) rectosigmoiditis without complications,,,,,0
K51.40,inflammatory polyps of colon without complications,,,,,0
K51.50,left sided colitis without complications,,,,,0
K51.80,other ulcerative colitis without complications,,,,,0
K51.90,"ulcerative colitis, unspecified, without complications",,,,,0
K52.21,food protein-induced enterocolitis syndrome,,,Синдром индуцированного пищевыми белками энтероколита,"сильная рвота, диарея и обезвоживание через два часа после еды, изменения артериального давления, изменения температуры тела",1
K52.22,food protein-induced enteropathy,,,,,1
K52.29,other allergic and dietetic gastroenteritis and colitis,,,,,1
K52.3,indeterminate colitis,,,,,1
K52.81,eosinophilic gastritis or gastroenteritis,,,,,1
K52.82,eosinophilic colitis,,,,,1
K52.89,other specified noninfective gastroenteritis and colitis,,,,,1
K52.9,"noninfective gastroenteritis and colitis, unspecified",,,,,1
K57.00,diverticulitis of small intestine with perforation and abscess without bleeding,,,,,0
K57.01,diverticulitis of small intestine with perforation and abscess with bleeding,,,,,0
K57.10,diverticulosis of small intestine without perforation or abscess without bleeding,,,,,0
K57.11,diverticulosis of small intestine without perforation or abscess with bleeding,,,,,0
K57.12,diverticulitis of small intestine without perforation or abscess without bleeding,,,,,0
K57.13,diverticulitis of small intestine without perforation or abscess with bleeding,,,,,0
K57.20,diverticulitis of large intestine with perforation and abscess without bleeding,,,,,0
K57.21,diverticulitis of large intestine with perforation and abscess with bleeding,,,,,0
K57.30,diverticulosis of large intestine without perforation or abscess without bleeding,,,,,0
K57.31,diverticulosis of large intestine without perforation or abscess with bleeding,,,,,0
K57.32,diverticulitis of large intestine without perforation or abscess without bleeding,,,,,0
K57.33,diverticulitis of large intestine without perforation or abscess with bleeding,,,,,0
K57.40,diverticulitis of both small and large intestine with perforation and abscess without bleeding,,,,,0
K57.41,diverticulitis of both small and large intestine with perforation and abscess with bleeding,,,,,0
K57.50,diverticulosis of both small and large intestine without perforation or abscess without bleeding,,,,,0
K57.51,diverticulosis of both small and large intestine without perforation or abscess with bleeding,,,,,0
K57.52,diverticulitis of both small and large intestine without perforation or abscess without bleeding,,,,,0
K57.53,diverticulitis of both small and large intestine without perforation or abscess with bleeding,,,,,0
K57.80,"diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding",,,,,0
K57.81,"diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding",,,,,0
K57.90,"diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding",,,,,0
K57.91,"diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding",,,,,0
K57.92,"diverticulitis of intestine, part unspecified, without perforation or abscess without bleeding",,,,,0
K57.93,"diverticulitis of intestine, part unspecified, without perforation or abscess with bleeding",,,,,0
K59.00,"constipation, unspecified",,,,,0
K59.01,slow transit constipation,,,,,0
K59.02,outlet dysfunction constipation,,,,,0
K59.03,drug induced constipation,,,,,0
K59.04,chronic idiopathic constipation,,,,,0
K59.09,other constipation,,,,,0
K59.1,functional diarrhea,,,,,0
K59.2,"neurogenic bowel, not elsewhere classified",,,,,0
K59.31,toxic megacolon,,,,,0
K59.39,other megacolon,,,,,0
K59.4,anal spasm,,,,,0
K59.8,other specified functional intestinal disorders,,,,,0
K59.9,"functional intestinal disorder, unspecified",,,,,0
K74.60,unspecified cirrhosis of liver,,,,,0
K74.69,other cirrhosis of liver,,,,,0
K76.81,hepatopulmonary syndrome,,,,,0
K76.89,other specified diseases of liver,,,,,0
K76.9,"liver disease, unspecified",,,,,0
K80.00,calculus of gallbladder with acute cholecystitis without obstruction,,,камни желчного пузыря при остром холецистите без обструкции,"боль в правом верхнем квадранте живота и мышечное напряжение, лихорадка, озноб, тошнота и рвотой. УЗИ брюшной полости выявляет желчные камни",1
K80.01,calculus of gallbladder with acute cholecystitis with obstruction,,,,,1
K80.10,calculus of gallbladder with chronic cholecystitis without obstruction,,,,,1
K80.11,calculus of gallbladder with chronic cholecystitis with obstruction,,,,,1
K80.12,calculus of gallbladder with acute and chronic cholecystitis without obstruction,,,,,1
K80.13,calculus of gallbladder with acute and chronic cholecystitis with obstruction,,,,,1
K80.18,calculus of gallbladder with other cholecystitis without obstruction,,,,,1
K80.19,calculus of gallbladder with other cholecystitis with obstruction,,,,,1
K80.20,calculus of gallbladder without cholecystitis without obstruction,,,,,1
K80.21,calculus of gallbladder without cholecystitis with obstruction,,,,,1
K80.30,"calculus of bile duct with cholangitis, unspecified, without obstruction",,,,,1
K80.31,"calculus of bile duct with cholangitis, unspecified, with obstruction",,,,,1
K80.32,calculus of bile duct with acute cholangitis without obstruction,,,,,1
K80.33,calculus of bile duct with acute cholangitis with obstruction,,,,,1
K80.34,calculus of bile duct with chronic cholangitis without obstruction,,,,,1
K80.35,calculus of bile duct with chronic cholangitis with obstruction,,,,,1
K80.36,calculus of bile duct with acute and chronic cholangitis without obstruction,,,,,1
K80.37,calculus of bile duct with acute and chronic cholangitis with obstruction,,,,,1
K80.40,"calculus of bile duct with cholecystitis, unspecified, without obstruction",,,,,1
K80.41,"calculus of bile duct with cholecystitis, unspecified, with obstruction",,,,,1
K80.42,calculus of bile duct with acute cholecystitis without obstruction,,,,,1
K80.43,calculus of bile duct with acute cholecystitis with obstruction,,,,,1
K80.44,calculus of bile duct with chronic cholecystitis without obstruction,,,,,1
K80.45,calculus of bile duct with chronic cholecystitis with obstruction,,,,,1
K80.46,calculus of bile duct with acute and chronic cholecystitis without obstruction,,,,,1
K80.47,calculus of bile duct with acute and chronic cholecystitis with obstruction,,,,,1
K80.50,calculus of bile duct without cholangitis or cholecystitis without obstruction,,,,,1
K80.51,calculus of bile duct without cholangitis or cholecystitis with obstruction,,,,,1
K80.60,"calculus of gallbladder and bile duct with cholecystitis, unspecified, without obstruction",,,,,1
K80.61,"calculus of gallbladder and bile duct with cholecystitis, unspecified, with obstruction",,,,,1
K80.62,calculus of gallbladder and bile duct with acute cholecystitis without obstruction,,,,,1
K80.63,calculus of gallbladder and bile duct with acute cholecystitis with obstruction,,,,,1
K80.64,calculus of gallbladder and bile duct with chronic cholecystitis without obstruction,,,,,1
K80.65,calculus of gallbladder and bile duct with chronic cholecystitis with obstruction,,,,,1
K80.66,calculus of gallbladder and bile duct with acute and chronic cholecystitis without obstruction,,,,,1
K80.67,calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction,,,,,1
K80.70,calculus of gallbladder and bile duct without cholecystitis without obstruction,,,,,1
K80.71,calculus of gallbladder and bile duct without cholecystitis with obstruction,,,,,1
K80.80,other cholelithiasis without obstruction,,,,,1
K80.81,other cholelithiasis with obstruction,,,,,1
K86.81,exocrine pancreatic insufficiency,,,,,0
K86.89,other specified diseases of pancreas,,,,,0
K86.9,"disease of pancreas, unspecified",,,,,0
K91.30,"postprocedural intestinal obstruction, unspecified as to partial versus complete",,,,,0
K91.31,postprocedural partial intestinal obstruction,,,,,0
K91.32,postprocedural complete intestinal obstruction,,,,,0
K91.5,postcholecystectomy syndrome,,,,,0
K91.61,intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating a digestive system procedure,,,,,0
K91.62,intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating other procedure,,,,,0
K91.71,accidental puncture and laceration of a digestive system organ or structure during a digestive system procedure,,,,,0
K91.72,accidental puncture and laceration of a digestive system organ or structure during other procedure,,,,,0
K91.81,other intraoperative complications of digestive system,,,,,0
K91.82,postprocedural hepatic failure,,,,,0
K91.83,postprocedural hepatorenal syndrome,,,,,0
K91.86,retained cholelithiasis following cholecystectomy,,,,,0
K91.89,other postprocedural complications and disorders of digestive system,,,,,0
L02.01,cutaneous abscess of face,,,,,0
L02.02,furuncle of face,,,,,0
L02.03,carbuncle of face,,,,,0
L02.11,cutaneous abscess of neck,,,,,0
L02.12,furuncle of neck,,,,,0
L02.13,carbuncle of neck,,,,,0
L02.31,cutaneous abscess of buttock,,,,,0
L02.32,furuncle of buttock,,,,,0
L02.33,carbuncle of buttock,,,,,0
L02.91,"cutaneous abscess, unspecified",,,,,0
L02.92,"furuncle, unspecified",,,,,0
L02.93,"carbuncle, unspecified",,,,,0
L03.90,"cellulitis, unspecified",,,,,0
L03.91,"acute lymphangitis, unspecified",,,,,0
L08.81,pyoderma vegetans,,,,,0
L08.82,omphalitis not of newborn,,,,,0
L08.89,other specified local infections of the skin and subcutaneous tissue,,,,,0
L08.9,"local infection of the skin and subcutaneous tissue, unspecified",,,,,0
L20.81,atopic neurodermatitis,,,атопический нейродермит,"зуд, эритема (покраснение кожи), воспаление и расчесы на сгибательных (внутренних) поверхностях конечностей, чешуйки и корки на очаге поражения, зуд еще до появления бляшек и высыпаний, потемнение кожных покровов",1
L20.82,flexural eczema,,,,,1
L20.83,infantile (acute) (chronic) eczema,,,,,1
L20.84,intrinsic (allergic) eczema,,,,,1
L20.89,other atopic dermatitis,,,,,1
L20.9,"atopic dermatitis, unspecified",,,,,1
L23.81,allergic contact dermatitis due to animal (cat) (dog) dander,,,,,0
L23.89,allergic contact dermatitis due to other agents,,,,,0
L23.9,"allergic contact dermatitis, unspecified cause",,,,,0
L40.50,"arthropathic psoriasis, unspecified",,,артропатический псориаз неуточненный,"покраснение, шелушение и зуд волосистой части головы, шелушение, появление бляшек на кожном покрове",1
L40.51,distal interphalangeal psoriatic arthropathy,,,,,1
L40.52,psoriatic arthritis mutilans,,,,,1
L40.53,psoriatic spondylitis,,,,,1
L40.54,psoriatic juvenile arthropathy,,,,,1
L40.59,other psoriatic arthropathy,,,,,1
L40.8,other psoriasis,,,,,1
L40.9,"psoriasis, unspecified",,,,,1
L72.11,pilar cyst,,,,,0
L72.12,trichodermal cyst,,,,,0
L72.2,steatocystoma multiplex,,,,,0
L72.3,sebaceous cyst,,,,,0
L72.8,other follicular cysts of the skin and subcutaneous tissue,,,,,0
L72.9,"follicular cyst of the skin and subcutaneous tissue, unspecified",,,,,0
L98.5,mucinosis of the skin,,,,,0
L98.6,other infiltrative disorders of the skin and subcutaneous tissue,,,,,0
L98.7,excessive and redundant skin and subcutaneous tissue,,,,,0
L98.8,other specified disorders of the skin and subcutaneous tissue,,,,,0
L98.9,"disorder of the skin and subcutaneous tissue, unspecified",,,,,0
M02,Postinfective and reactive arthropathies,,,артропатия,"боль в сутавах, отечность в области сустава, приступообразные боли в пораженном суставе",1
M02.00,"arthropathy following intestinal bypass, unspecified site",,,,,1
M02.08,"arthropathy following intestinal bypass, vertebrae",,,,,1
M02.09,"arthropathy following intestinal bypass, multiple sites",,,,,1
M02.10,"postdysenteric arthropathy, unspecified site",,,,,1
M02.18,"postdysenteric arthropathy, vertebrae",,,,,1
M02.19,"postdysenteric arthropathy, multiple sites",,,,,1
M02.20,"postimmunization arthropathy, unspecified site",,,,,1
M02.28,"postimmunization arthropathy, vertebrae",,,,,1
M02.29,"postimmunization arthropathy, multiple sites",,,,,1
M02.30,"reiter's disease, unspecified site",,,,,1
M02.38,"reiter's disease, vertebrae",,,,,1
M02.39,"reiter's disease, multiple sites",,,,,1
M02.80,"other reactive arthropathies, unspecified site",,,,,1
M02.88,"other reactive arthropathies, vertebrae",,,,,1
M02.89,"other reactive arthropathies, multiple sites",,,,,1
M02.9,"reactive arthropathy, unspecified",,,,,1
M05.00,"felty's syndrome, unspecified site",,,синдром Фелти,"частые пневмонии, кожные инфекции, некротический стоматит, ангина, сепсис",1
M05.09,"felty's syndrome, multiple sites",,,,,1
M05.10,rheumatoid lung disease with rheumatoid arthritis of unspecified site,,,,,1
M05.19,rheumatoid lung disease with rheumatoid arthritis of multiple sites,,,,,1
M05.20,rheumatoid vasculitis with rheumatoid arthritis of unspecified site,,,,,1
M05.29,rheumatoid vasculitis with rheumatoid arthritis of multiple sites,,,,,1
M05.30,rheumatoid heart disease with rheumatoid arthritis of unspecified site,,,,,1
M05.39,rheumatoid heart disease with rheumatoid arthritis of multiple sites,,,,,1
M05.40,rheumatoid myopathy with rheumatoid arthritis of unspecified site,,,,,1
M05.49,rheumatoid myopathy with rheumatoid arthritis of multiple sites,,,,,1
M05.50,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,,,,,1
M05.59,rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,,,,,1
M05.60,rheumatoid arthritis of unspecified site with involvement of other organs and systems,,,,,1
M05.69,rheumatoid arthritis of multiple sites with involvement of other organs and systems,,,,,1
M05.70,rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,,,,,1
M05.79,rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,,,,,1
M05.80,other rheumatoid arthritis with rheumatoid factor of unspecified site,,,,,1
M05.89,other rheumatoid arthritis with rheumatoid factor of multiple sites,,,,,1
M05.9,"rheumatoid arthritis with rheumatoid factor, unspecified",,,,,1
M06.00,"rheumatoid arthritis without rheumatoid factor, unspecified site",,,ревматоидный артрит без ревматоидного фактора,"боль и припухание в суставах, боль и припухание в суставах пальцев кистей, симметричное поражение мелких суставов кистей и стоп, Нарастают боли при движениях и в покое, утренняя скованность, рипухлость, нарушение функции суставов",1
M06.08,"rheumatoid arthritis without rheumatoid factor, vertebrae",,,,,1
M06.09,"rheumatoid arthritis without rheumatoid factor, multiple sites",,,,,1
M06.1,adult-onset still's disease,,,,,1
M06.20,"rheumatoid bursitis, unspecified site",,,,,1
M06.28,"rheumatoid bursitis, vertebrae",,,,,1
M06.29,"rheumatoid bursitis, multiple sites",,,,,1
M06.30,"rheumatoid nodule, unspecified site",,,,,1
M06.38,"rheumatoid nodule, vertebrae",,,,,1
M06.39,"rheumatoid nodule, multiple sites",,,,,1
M06.4,inflammatory polyarthropathy,,,,,1
M06.80,"other specified rheumatoid arthritis, unspecified site",,,,,1
M06.88,"other specified rheumatoid arthritis, vertebrae",,,,,1
M06.89,"other specified rheumatoid arthritis, multiple sites",,,,,1
M06.9,"rheumatoid arthritis, unspecified",,,,,1
M10.00,"idiopathic gout, unspecified site",,,идиопатическая подагра,"сильный болевой синдром, наростание боли в течение 8-12 часов, покраснение и отечность в области пораженного сустава, гипертермия кожи и повышение температуры тела, ограниченная подвижность суставов, тофусы с извержением содержимого",1
M10.08,"idiopathic gout, vertebrae",,,,,1
M10.09,"idiopathic gout, multiple sites",,,,,1
M10.10,"lead-induced gout, unspecified site",,,,,1
M10.18,"lead-induced gout, vertebrae",,,,,1
M10.19,"lead-induced gout, multiple sites",,,,,1
M10.20,"drug-induced gout, unspecified site",,,,,1
M10.28,"drug-induced gout, vertebrae",,,,,1
M10.29,"drug-induced gout, multiple sites",,,,,1
M10.30,"gout due to renal impairment, unspecified site",,,,,1
M10.38,"gout due to renal impairment, vertebrae",,,,,1
M10.39,"gout due to renal impairment, multiple sites",,,,,1
M10.40,"other secondary gout, unspecified site",,,,,1
M10.48,"other secondary gout, vertebrae",,,,,1
M10.49,"other secondary gout, multiple sites",,,,,1
M10.9,"gout, unspecified",,,,,1
M13.10,"monoarthritis, not elsewhere classified, unspecified site",,,моноартрит,"Отек сустава, Боль в пораженном суставе, Воспаление сустава, Скованность в суставе, Припухлость пораженного сустава, Покраснение кожи, Трудности в совершении движений",1
M13.80,"other specified arthritis, unspecified site",,,,,1
M13.88,"other specified arthritis, other site",,,,,1
M13.89,"other specified arthritis, multiple sites",,,,,1
M16.10,"unilateral primary osteoarthritis, unspecified hip",,,,,0
M16.11,"unilateral primary osteoarthritis, right hip",,,,,0
M16.12,"unilateral primary osteoarthritis, left hip",,,,,0
M16.2,bilateral osteoarthritis resulting from hip dysplasia,,,,,0
M16.30,"unilateral osteoarthritis resulting from hip dysplasia, unspecified hip",,,,,0
M16.31,"unilateral osteoarthritis resulting from hip dysplasia, right hip",,,,,0
M16.32,"unilateral osteoarthritis resulting from hip dysplasia, left hip",,,,,0
M16.4,bilateral post-traumatic osteoarthritis of hip,,,,,0
M16.50,"unilateral post-traumatic osteoarthritis, unspecified hip",,,,,0
M16.51,"unilateral post-traumatic osteoarthritis, right hip",,,,,0
M16.52,"unilateral post-traumatic osteoarthritis, left hip",,,,,0
M16.6,other bilateral secondary osteoarthritis of hip,,,,,0
M16.7,other unilateral secondary osteoarthritis of hip,,,,,0
M16.9,"osteoarthritis of hip, unspecified",,,,,0
M17.10,"unilateral primary osteoarthritis, unspecified knee",,,односторонний первичный остеоартроз,"боль связаная с трением суставных поверхностей костей друг от друга, хруст при движениях, тугоподвижность, анкилоз, деформация сустава за счет костных разрастаний, изменение окружающих тканей",1
M17.11,"unilateral primary osteoarthritis, right knee",,,,,1
M17.12,"unilateral primary osteoarthritis, left knee",,,,,1
M17.2,bilateral post-traumatic osteoarthritis of knee,,,,,1
M17.30,"unilateral post-traumatic osteoarthritis, unspecified knee",,,,,1
M17.31,"unilateral post-traumatic osteoarthritis, right knee",,,,,1
M17.32,"unilateral post-traumatic osteoarthritis, left knee",,,,,1
M17.4,other bilateral secondary osteoarthritis of knee,,,,,1
M17.5,other unilateral secondary osteoarthritis of knee,,,,,1
M17.9,"osteoarthritis of knee, unspecified",,,,,1
M19.90,"unspecified osteoarthritis, unspecified site",,,неуточненный остеоартрит,"боли в пораженном суставе, деформация сустава, увеличение размера сустава, утренняя скованность, снижение функции сустава, стартовые боли в суставе",1
M19.91,"primary osteoarthritis, unspecified site",,,,,1
M19.92,"post-traumatic osteoarthritis, unspecified site",,,,,1
M19.93,"secondary osteoarthritis, unspecified site",,,,,1
M20.10,"hallux valgus (acquired), unspecified foot",,,,,0
M20.11,"hallux valgus (acquired), right foot",,,,,0
M20.12,"hallux valgus (acquired), left foot",,,,,0
M20.20,"hallux rigidus, unspecified foot",,,,,0
M20.21,"hallux rigidus, right foot",,,,,0
M20.22,"hallux rigidus, left foot",,,,,0
M20.30,"hallux varus (acquired), unspecified foot",,,,,0
M20.31,"hallux varus (acquired), right foot",,,,,0
M20.32,"hallux varus (acquired), left foot",,,,,0
M20.40,"other hammer toe(s) (acquired), unspecified foot",,,,,0
M20.41,"other hammer toe(s) (acquired), right foot",,,,,0
M20.42,"other hammer toe(s) (acquired), left foot",,,,,0
M20.60,"acquired deformities of toe(s), unspecified, unspecified foot",,,,,0
M20.61,"acquired deformities of toe(s), unspecified, right foot",,,,,0
M20.62,"acquired deformities of toe(s), unspecified, left foot",,,,,0
M21.00,"valgus deformity, not elsewhere classified, unspecified site",,,,,0
M21.10,"varus deformity, not elsewhere classified, unspecified site",,,,,0
M21.20,"flexion deformity, unspecified site",,,,,0
M21.40,"flat foot [pes planus] (acquired), unspecified foot",,,,,0
M21.41,"flat foot [pes planus] (acquired), right foot",,,,,0
M21.42,"flat foot [pes planus] (acquired), left foot",,,,,0
M21.70,"unequal limb length (acquired), unspecified site",,,,,0
M21.80,other specified acquired deformities of unspecified limb,,,,,0
M21.90,unspecified acquired deformity of unspecified limb,,,,,0
M23.40,"loose body in knee, unspecified knee",,,,,0
M23.41,"loose body in knee, right knee",,,,,0
M23.42,"loose body in knee, left knee",,,,,0
M23.50,"chronic instability of knee, unspecified knee",,,,,0
M23.51,"chronic instability of knee, right knee",,,,,0
M23.52,"chronic instability of knee, left knee",,,,,0
M23.90,unspecified internal derangement of unspecified knee,,,,,0
M23.91,unspecified internal derangement of right knee,,,,,0
M23.92,unspecified internal derangement of left knee,,,,,0
M24.00,loose body in unspecified joint,,,,,0
M24.08,"loose body, other site",,,,,0
M24.10,"other articular cartilage disorders, unspecified site",,,,,0
M24.20,"disorder of ligament, unspecified site",,,,,0
M24.28,"disorder of ligament, vertebrae",,,,,0
M24.30,"pathological dislocation of unspecified joint, not elsewhere classified",,,,,0
M24.40,"recurrent dislocation, unspecified joint",,,,,0
M24.50,"contracture, unspecified joint",,,,,0
M24.60,"ankylosis, unspecified joint",,,,,0
M24.7,protrusio acetabuli,,,,,0
M24.80,"other specific joint derangements of unspecified joint, not elsewhere classified",,,,,0
M24.9,"joint derangement, unspecified",,,,,0
M25.00,"hemarthrosis, unspecified joint",,,,,0
M25.08,"hemarthrosis, other specified site",,,,,0
M25.10,"fistula, unspecified joint",,,,,0
M25.18,"fistula, other specified site",,,,,0
M25.20,"flail joint, unspecified joint",,,,,0
M25.28,"flail joint, other site",,,,,0
M25.30,"other instability, unspecified joint",,,,,0
M25.40,"effusion, unspecified joint",,,,,0
M25.48,"effusion, other site",,,,,0
M25.50,pain in unspecified joint,,,,,0
M25.60,"stiffness of unspecified joint, not elsewhere classified",,,,,0
M25.70,"osteophyte, unspecified joint",,,,,0
M25.78,"osteophyte, vertebrae",,,,,0
M25.80,"other specified joint disorders, unspecified joint",,,,,0
M25.9,"joint disorder, unspecified",,,,,0
M35.00,"sicca syndrome, unspecified",,,,,0
M35.01,sicca syndrome with keratoconjunctivitis,,,,,0
M35.02,sicca syndrome with lung involvement,,,,,0
M35.03,sicca syndrome with myopathy,,,,,0
M35.04,sicca syndrome with tubulo-interstitial nephropathy,,,,,0
M35.09,sicca syndrome with other organ involvement,,,,,0
M35.1,other overlap syndromes,,,,,0
M35.2,behcet's disease,,,,,0
M35.3,polymyalgia rheumatica,,,,,0
M35.4,diffuse (eosinophilic) fasciitis,,,,,0
M35.5,multifocal fibrosclerosis,,,,,0
M35.6,relapsing panniculitis [weber-christian],,,,,0
M35.7,hypermobility syndrome,,,,,0
M35.8,other specified systemic involvement of connective tissue,,,,,0
M35.9,"systemic involvement of connective tissue, unspecified",,,,,0
M41.00,"infantile idiopathic scoliosis, site unspecified",,,,,0
M41.02,"infantile idiopathic scoliosis, cervical region",,,,,0
M41.03,"infantile idiopathic scoliosis, cervicothoracic region",,,,,0
M41.04,"infantile idiopathic scoliosis, thoracic region",,,,,0
M41.05,"infantile idiopathic scoliosis, thoracolumbar region",,,,,0
M41.06,"infantile idiopathic scoliosis, lumbar region",,,,,0
M41.07,"infantile idiopathic scoliosis, lumbosacral region",,,,,0
M41.08,"infantile idiopathic scoliosis, sacral and sacrococcygeal region",,,,,0
M41.20,"other idiopathic scoliosis, site unspecified",,,,,0
M41.22,"other idiopathic scoliosis, cervical region",,,,,0
M41.23,"other idiopathic scoliosis, cervicothoracic region",,,,,0
M41.24,"other idiopathic scoliosis, thoracic region",,,,,0
M41.25,"other idiopathic scoliosis, thoracolumbar region",,,,,0
M41.26,"other idiopathic scoliosis, lumbar region",,,,,0
M41.27,"other idiopathic scoliosis, lumbosacral region",,,,,0
M41.30,"thoracogenic scoliosis, site unspecified",,,,,0
M41.34,"thoracogenic scoliosis, thoracic region",,,,,0
M41.35,"thoracogenic scoliosis, thoracolumbar region",,,,,0
M41.40,"neuromuscular scoliosis, site unspecified",,,,,0
M41.41,"neuromuscular scoliosis, occipito-atlanto-axial region",,,,,0
M41.42,"neuromuscular scoliosis, cervical region",,,,,0
M41.43,"neuromuscular scoliosis, cervicothoracic region",,,,,0
M41.44,"neuromuscular scoliosis, thoracic region",,,,,0
M41.45,"neuromuscular scoliosis, thoracolumbar region",,,,,0
